# DATAFILE=08_16_3.dat
# EPOCH=1061084987
# SCAN_N=11
# SECONDS=3143915190
# DATE=Sat, Aug 16, 2003
# COMMENT=GC-A2
# SpecCommand=uascan  ar 11.3813 11.3763 0.3768 0.0002  104.62 470 0 120 1.2 400 1
# SpecComment=GC-A2
# SpecScan=spec11
# USAXSDataFolder=root:USAXS:smooth:'S11_GC-A2_smooth':
# RawFolder=root:raw:'08_16_3':spec11:
# UserSampleName='S11_GC-A2'
# Wname=SMR_Int
# Wavelength=1.2377
# SlitLength=0.029703
# NumberOfSteps=400
# SDDistance=470
# PeakFitFunction=Gauss
# BeamCenter=11.376
# MaximumIntensity=5.5895e-10
# FWHM=4.9332
# BeamCenterError=2.4972e-06
# MaximumIntensityError=3.1443e-12
# FWHM_Error=0.023564
# Thickness=1
# BlankComment=blank
# Units=cm-1
# BlankFolder=root:USAXS:'08_16_3':S5_blank
# Kfactor=1.8815e-17
# Transmission=0.80527
# TransmissionError=0.0063733
# KFactorError=1.3787e-19

#q	r	s
0.00989609083906542	37.3993383181373	0.714898636522705
0.0100644088644896	37.3212937379699	0.679613171400907
0.0102239391992869	37.2116550177208	0.650712668235518
0.0103922572192807	37.082584370275	0.621530790176298
0.0105605752364183	36.9636435564909	0.589080380465086
0.010746637619453	36.855388212687	0.586422190578481
0.0109150401274186	36.7783788705613	0.646778937306856
0.0111099746875779	36.7047946695531	0.725815799010942
0.0112782926920175	36.6432507753844	0.74682697429838
0.0114732272444872	36.5648200933082	0.703144825540536
0.0116681617927275	36.4663072992026	0.648128204931995
0.0118630118396827	36.3459397164219	0.621110456924582
0.0120579463792507	36.2187803243955	0.627091205261719
0.0122706252801565	36.0935762424964	0.661606796960433
0.0124566876276687	36.0055400994597	0.704823943018496
0.0126604943359443	35.940574667273	0.702660748686003
0.0128908330888204	35.9125109746739	0.634685907014144
0.0130857676041424	35.9164651957202	0.579479903148741
0.0133249785264018	35.9383307615949	0.635676892969847
0.0135287852123727	35.9609860757114	0.799886282142761
0.0137768683020275	35.9892129237337	0.940730319441816
0.0140072070216418	36.0115795331387	0.925807320499195
