# DATAFILE=08_16_3.dat
# EPOCH=1061084987
# SCAN_N=21
# SECONDS=3143919819
# DATE=Sat, Aug 16, 2003
# COMMENT=GC-B2
# SpecCommand=uascan  ar 11.3815 11.3765 0.3768 0.0002  104.62 470 0 120 1.2 400 1
# SpecComment=GC-B2
# SpecScan=spec21
# USAXSDataFolder=root:USAXS:smooth:'S21_GC-B2_smooth':
# RawFolder=root:raw:'08_16_3':spec21:
# UserSampleName='S21_GC-B2'
# Wname=SMR_Int
# Wavelength=1.2377
# SlitLength=0.029703
# NumberOfSteps=400
# SDDistance=470
# PeakFitFunction=Gauss
# BeamCenter=11.376
# MaximumIntensity=4.6939e-10
# FWHM=4.7916
# BeamCenterError=1.9131e-06
# MaximumIntensityError=2.3677e-12
# FWHM_Error=0.014225
# Thickness=1
# BlankComment=blank
# Units=cm-1
# BlankFolder=root:USAXS:'08_16_3':S5_blank
# Kfactor=1.8815e-17
# Transmission=0.67625
# TransmissionError=0.0050803
# KFactorError=1.3787e-19
#q	r	s
0.0157671125773227	38.7358460193337	0.665155409294746
0.0160240677657211	38.5059026002994	0.668084370323427
0.0162986828028072	38.2784734018316	0.651174827910507
0.0165911266799554	38.0653563124232	0.592588305663117
0.016883486046414	37.8835953728652	0.530961473665112
0.0171847175755327	37.7244682978203	0.509387620763354
0.0174594170577702	37.5991029453735	0.529695185691918
0.0177517763819423	37.4824139512854	0.574944815641944
0.0180618800420675	37.3754807133316	0.621511842080267
0.0183719836853432	37.2851856988516	0.641195440182353
0.0187087038344411	37.2055968417127	0.637212019714025
0.0190453394660686	37.1406540864244	0.645271885983644
0.019390931746834	37.0810216350324	0.687999232946807
0.0197186951630235	37.0258834127855	0.764057841316217
0.0200554152275997	36.9702732249992	0.841101326569309
0.0204009229447047	36.9138895677967	0.869206470711792
0.0207730471506303	36.8520112454421	0.85764465489863
0.0211629156688585	36.7891021627502	0.854581014755848
0.0215439119865021	36.7308911146736	0.859289934524641
0.0219249082738082	36.669777173804	0.842702573959472
0.0223147766981816	36.598034115607	0.784284712785037
0.0227045605928212	36.5148680617363	0.687327563728938
0.0231033011172204	36.4250728862411	0.610760033942292
0.0235285736058653	36.3358530927838	0.630011456734262
0.023980462547155	36.2587820556673	0.74100245866689
0.0244146071135572	36.2078046520869	0.835833944755112
0.0248487516353185	36.1799557899173	0.826797191998991
0.0253006404353127	36.1673237950232	0.777958168752023
0.0257790611707944	36.1627851517787	0.811486771046549
0.0262574818490357	36.1586786637753	0.904603296906783
0.0267359869657231	36.1425613078082	0.920253324745624
0.0272498116593408	36.0974414696943	0.832774060954657
0.0277194444954043	36.0291027317196	0.759485636068898
0.028242141209336	35.9273092501011	0.770808037514838
0.0287737944988599	35.8027970460647	0.807144743546549
0.029323107517558	35.6644394565619	0.777982163809875
0.0298547606451326	35.5343554815609	0.679175723900806
0.0304129456429576	35.4064387724092	0.581944608946584
0.0309976624963522	35.2811712806107	0.531122882157787
0.0315824637435694	35.1642963748369	0.532358775536309
0.0321849246790057	35.0527068184253	0.595867672077942
0.0327873855011169	34.9512140359205	0.712420759206556
0.0334164626318175	34.8570724524079	0.822349717515666
0.0340632839131397	34.7714003869987	0.84753589290886
0.0347366369720866	34.6922677948982	0.765294519291587
0.0353834579684447	34.6199597749669	0.644112616978177
0.0360922147619703	34.5405886047723	0.569698811158682
0.0368099280071644	34.4572155985789	0.556820188052053
0.0375098968108467	34.3714188285789	0.569323413785922
0.0382275251928044	34.2808862452095	0.578051162818782
0.03898951400386	34.1855919488463	0.568386753668834
0.0397602902202509	34.0897062064585	0.534283847701817
0.0405311507038575	33.9911206987209	0.494527283576064
0.0413374149210294	33.8847460969754	0.499883802347301
0.0421790828326612	33.7738208482654	0.58882631530333
0.0430030907312157	33.6706513972699	0.718282523795513
0.0438802464898614	33.5726181949717	0.774554584025233
0.0447662740241209	33.4911464116894	0.698629163912566
0.04565230121745	33.4256043350181	0.564162936212642
0.0465826040472904	33.3727760281505	0.47915940197912
0.0475217785782203	33.3366382332826	0.469886758691235
0.0484697402947134	33.3172277789388	0.506793919459347
0.0494709340935831	33.3119788453038	0.566101554122119
0.0504632553316291	33.3182870307799	0.625578766958338
0.0515264681937664	33.3353763552756	0.653318010301893
0.0525719363500796	33.3598978459615	0.634573382150441
0.0536617642766658	33.3911800932672	0.589853040107552
0.0547515070891315	33.421189319731	0.542301114587077
0.0558944816010815	33.4420591881412	0.494740035519993
0.0570639870568244	33.4469448889292	0.45552448302851
0.0582778519719725	33.4321394623006	0.444267095673797
0.0594827595214071	33.3972737076129	0.463720988271416
0.0607675145089865	33.3391493489875	0.491997076906771
0.0620521840280435	33.263122410663	0.505546761682905
0.0633723406201185	33.1730868986553	0.505191765477692
0.0647278996820339	33.0722477935438	0.509426296663685
0.0661366051024921	32.9569778715151	0.523134953694149
0.0675453937448763	32.8287616695477	0.541701890430178
0.0690072440040849	32.6837355009526	0.578245079479149
0.0704957087593748	32.5269190281432	0.637245324212551
0.0720285318306101	32.3601796254958	0.681798219491593
0.073251172727926	32.2257490908276	0.679306840817894
0.074845927472631	32.0543005541112	0.642325767904446
0.0765027839345434	31.885839214806	0.598562183311581
0.0785848148044015	31.6928963880251	0.578868414661188
0.0803302167369148	31.5451547243408	0.625874266265487
0.0821199757918018	31.4042231418398	0.735954281236756
0.0839627946234091	31.2663999396095	0.817487808294733
0.0858322263059995	31.1264492637067	0.787078810836119
0.0877725454492775	30.9753092378825	0.673975357753981
0.0897482642643739	30.8032538552756	0.563635004285323
0.0917859979764693	30.5962158600361	0.495068871627219
0.0938946179794924	30.3474208023557	0.469703190886958
0.0960475928949329	30.0571138216243	0.486195614796772
0.0979524072589693	29.7699369318794	0.515796692153749
0.100096502194779	29.4160367888836	0.511337026894925
0.102417689469803	29.0045038113285	0.471461349116314
0.10480984512665	28.5553058138491	0.436644172011637
0.107272799535673	28.0693475156843	0.425187958312065
0.109833251516611	27.5408943058008	0.429969951310159
0.11246458518273	26.9771283645254	0.445481859306884
0.115149056516315	26.3856823725771	0.455192590641104
0.117904323548028	25.767632654231	0.434581390441946
0.120739425957236	25.1244205673813	0.387615792155389
0.123663065286132	24.4585994696558	0.344348701731255
0.126675240371113	23.7734731947112	0.320590158299169
0.129802648858309	23.0635690769019	0.309710824366667
0.132983189109458	22.3409350908258	0.304992955567539
0.136225731556587	21.6015743767544	0.304181591382035
0.139618819612469	20.8256993975152	0.301913500385591
0.14306511992492	20.0390938829677	0.294432555742395
0.146661961784273	19.2263191958821	0.286381671164823
0.15038281329431	18.4008134359228	0.285381659705317
0.154183400616578	17.5777176495395	0.289281734384003
0.158099121843108	16.7529889563517	0.284115073108717
0.162138845399081	15.9277389806088	0.262510665745791
0.166293781795098	15.1077557816061	0.236032230890164
0.170581500949598	14.2938099780687	0.218303673224241
0.175002083788819	13.4906005876422	0.208701842327021
0.17958205443933	12.6988017692218	0.201864654087719
0.184312621954581	11.925188506221	0.196349192966673
0.189184910882341	11.1754152880099	0.188800047132735
0.194207702428179	10.4515339014652	0.177404748274342
0.199363334664171	9.75822582095823	0.167526711133581
0.204669543107208	9.0948734894507	0.160904012000727
0.210126237125777	8.46318030460793	0.153600460329348
0.215795501480959	7.85788122964367	0.147052717871993
0.221641846627286	7.28486500849526	0.144275780242097
0.227656394068595	6.74619068126449	0.141514782596312
0.233856874741866	6.24102518702263	0.134009806935123
0.240287627104383	5.76682481673568	0.123814662266161
0.246904290518207	5.32718794595733	0.115857771283103
0.253768770424588	4.91794734978154	0.109438151975533
0.260845827636945	4.54083196368919	0.102142168157645
0.268152932217316	4.19378277333961	0.0965042315157264
0.27573449647002	3.87382493513813	0.093696158794396
0.28354624049022	3.58172173616695	0.0906794914905361
0.29168544541605	3.31273351046655	0.0865144924562593
0.300072437768242	3.06826509072218	0.0820880772924563
0.30874262400547	2.84553826792679	0.0769524609732253
0.317704843846318	2.64264965097281	0.0709270866724099
0.327029880404154	2.45655695133677	0.064101334940463
0.336682266979451	2.28665500438797	0.0556016026246183
0.346662006472632	2.13154562066881	0.0460883009274801
0.356986747847829	1.98969489328018	0.0386262524557788
0.367727290358544	1.85914414907395	0.0347709972707512
0.378812688877623	1.73981403329652	0.0330930815534992
0.390269527633699	1.63045471573802	0.0321762791275437
0.402097659811741	1.53022340380111	0.0319181799413215
0.414359072118567	1.43789795475527	0.0318772928718117
0.427106742694616	1.35255671767653	0.0307387056843487
0.440314025923033	1.27389114546706	0.0277884573191906
0.454007370238504	1.20127248228174	0.0239755116607851
0.468248660764229	1.13399592791299	0.021033271869201
0.483037722058488	1.0717398620068	0.0195798698148716
0.49838327152473	1.01414929097258	0.0186963479070493
0.514347134881929	0.960718484068762	0.0176712459534546
0.531017515908395	0.910957439189342	0.0169300444061032
0.548288089502668	0.864968606443273	0.0166725935092988
0.566132108830927	0.822544838976885	0.0164936732053438
0.584655430363165	0.783197458331359	0.0164786439140192
0.603875535316849	0.74670248475154	0.0166542159333598
0.623854025013952	0.712778349141187	0.0163850001347669
0.64468777769264	0.681131602582582	0.0157528162827073
0.666394080025846	0.651620576233913	0.0156599764307656
0.688945933996448	0.624148774237406	0.0160100377420649
0.71254613185829	0.598353276632427	0.0159867137013109
0.737079170912403	0.574239339488917	0.0157545213332223
0.762456053585289	0.55172896326318	0.0156997303165448
0.788870493446983	0.530492401664881	0.0153582362190703
0.816409993296443	0.51032372737812	0.0147115994820516
0.845153073698267	0.491040607564154	0.016556841816641
0.875133980848424	0.472503306624645	0.0269432255854563
0.906563307960729	0.454490006373121	0.0450086028385917

